uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
4B930568-BF49-4834-B7BD-A0BCEB4EBFC9,183514,60.02,960.11,0.00,3057.40,191.14
