PING 10.128.0.27 (10.128.0.27) 56(84) bytes of data.
64 bytes from 10.128.0.27: icmp_seq=171 ttl=64 time=0.351 ms
64 bytes from 10.128.0.27: icmp_seq=172 ttl=64 time=0.281 ms
64 bytes from 10.128.0.27: icmp_seq=173 ttl=64 time=0.260 ms
64 bytes from 10.128.0.27: icmp_seq=174 ttl=64 time=0.254 ms
64 bytes from 10.128.0.27: icmp_seq=175 ttl=64 time=0.256 ms
64 bytes from 10.128.0.27: icmp_seq=176 ttl=64 time=0.246 ms
64 bytes from 10.128.0.27: icmp_seq=177 ttl=64 time=0.356 ms
64 bytes from 10.128.0.27: icmp_seq=178 ttl=64 time=0.156 ms
64 bytes from 10.128.0.27: icmp_seq=179 ttl=64 time=0.286 ms
64 bytes from 10.128.0.27: icmp_seq=180 ttl=64 time=0.400 ms
64 bytes from 10.128.0.27: icmp_seq=181 ttl=64 time=0.252 ms
64 bytes from 10.128.0.27: icmp_seq=182 ttl=64 time=0.267 ms
64 bytes from 10.128.0.27: icmp_seq=183 ttl=64 time=0.184 ms
64 bytes from 10.128.0.27: icmp_seq=184 ttl=64 time=0.232 ms
64 bytes from 10.128.0.27: icmp_seq=185 ttl=64 time=0.330 ms
64 bytes from 10.128.0.27: icmp_seq=186 ttl=64 time=0.263 ms
64 bytes from 10.128.0.27: icmp_seq=187 ttl=64 time=0.348 ms
64 bytes from 10.128.0.27: icmp_seq=188 ttl=64 time=0.361 ms
64 bytes from 10.128.0.27: icmp_seq=189 ttl=64 time=0.305 ms
64 bytes from 10.128.0.27: icmp_seq=190 ttl=64 time=0.235 ms
64 bytes from 10.128.0.27: icmp_seq=191 ttl=64 time=0.216 ms
64 bytes from 10.128.0.27: icmp_seq=192 ttl=64 time=0.216 ms
64 bytes from 10.128.0.27: icmp_seq=193 ttl=64 time=0.261 ms
64 bytes from 10.128.0.27: icmp_seq=194 ttl=64 time=0.259 ms
64 bytes from 10.128.0.27: icmp_seq=195 ttl=64 time=0.215 ms
64 bytes from 10.128.0.27: icmp_seq=196 ttl=64 time=0.268 ms
64 bytes from 10.128.0.27: icmp_seq=197 ttl=64 time=0.193 ms
64 bytes from 10.128.0.27: icmp_seq=198 ttl=64 time=0.260 ms
64 bytes from 10.128.0.27: icmp_seq=199 ttl=64 time=0.308 ms
64 bytes from 10.128.0.27: icmp_seq=200 ttl=64 time=0.322 ms
64 bytes from 10.128.0.27: icmp_seq=201 ttl=64 time=0.319 ms
64 bytes from 10.128.0.27: icmp_seq=202 ttl=64 time=0.201 ms
64 bytes from 10.128.0.27: icmp_seq=203 ttl=64 time=0.179 ms
64 bytes from 10.128.0.27: icmp_seq=204 ttl=64 time=0.223 ms
64 bytes from 10.128.0.27: icmp_seq=205 ttl=64 time=0.328 ms
64 bytes from 10.128.0.27: icmp_seq=206 ttl=64 time=0.179 ms
64 bytes from 10.128.0.27: icmp_seq=207 ttl=64 time=0.249 ms
64 bytes from 10.128.0.27: icmp_seq=208 ttl=64 time=0.263 ms
64 bytes from 10.128.0.27: icmp_seq=209 ttl=64 time=0.295 ms
64 bytes from 10.128.0.27: icmp_seq=210 ttl=64 time=0.337 ms
64 bytes from 10.128.0.27: icmp_seq=211 ttl=64 time=0.234 ms
64 bytes from 10.128.0.27: icmp_seq=212 ttl=64 time=0.356 ms
64 bytes from 10.128.0.27: icmp_seq=213 ttl=64 time=0.243 ms
64 bytes from 10.128.0.27: icmp_seq=214 ttl=64 time=0.354 ms
64 bytes from 10.128.0.27: icmp_seq=215 ttl=64 time=0.262 ms
64 bytes from 10.128.0.27: icmp_seq=216 ttl=64 time=0.248 ms
64 bytes from 10.128.0.27: icmp_seq=217 ttl=64 time=0.192 ms
64 bytes from 10.128.0.27: icmp_seq=218 ttl=64 time=0.278 ms
64 bytes from 10.128.0.27: icmp_seq=219 ttl=64 time=0.232 ms
64 bytes from 10.128.0.27: icmp_seq=220 ttl=64 time=0.298 ms
64 bytes from 10.128.0.27: icmp_seq=221 ttl=64 time=0.278 ms
64 bytes from 10.128.0.27: icmp_seq=222 ttl=64 time=0.177 ms
64 bytes from 10.128.0.27: icmp_seq=223 ttl=64 time=0.173 ms
64 bytes from 10.128.0.27: icmp_seq=224 ttl=64 time=0.266 ms
64 bytes from 10.128.0.27: icmp_seq=225 ttl=64 time=0.260 ms
64 bytes from 10.128.0.27: icmp_seq=226 ttl=64 time=0.209 ms
64 bytes from 10.128.0.27: icmp_seq=227 ttl=64 time=0.238 ms
64 bytes from 10.128.0.27: icmp_seq=228 ttl=64 time=0.234 ms
