uuid,Threads,Read Throughput,Write Througput,Total Time,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
45C21413-42E3-471A-973C-31BD9A6E2BB5,1,3617.30,0.00,240.0003,0.00,0.01,9.96,0.01,229010.71
45C21413-42E3-471A-973C-31BD9A6E2BB5,4,11591.99,0.00,240.0003,0.00,0.01,13.60,0.01,841391.59
45C21413-42E3-471A-973C-31BD9A6E2BB5,8,16317.96,0.00,240.0018,0.00,0.01,15.20,0.03,1531442.19
45C21413-42E3-471A-973C-31BD9A6E2BB5,16,15896.83,0.00,240.0005,0.00,0.02,20.93,0.05,2534364.33
45C21413-42E3-471A-973C-31BD9A6E2BB5,32,15996.58,0.00,240.0005,0.00,0.04,28.18,0.14,4636103.02
45C21413-42E3-471A-973C-31BD9A6E2BB5,64,16484.94,0.00,240.0009,0.00,0.07,69.08,0.31,8552705.18
