uuid,Threads,Read Throughput,Write Througput,Total Time,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
686D2632-5AE9-4A61-8325-A49E9029E195,16,33336.61,0.00,240.0002,0.00,0.01,12.68,0.02,2958576.29
686D2632-5AE9-4A61-8325-A49E9029E195,32,34640.95,0.00,240.0003,0.00,0.02,25.07,0.07,5031360.11
686D2632-5AE9-4A61-8325-A49E9029E195,64,34895.87,0.00,240.0009,0.00,0.03,54.67,0.17,9265713.01
153AF4E6-3D4F-47FA-8A6C-4D788B4A596E,1,27932.30,0.00,240.0002,0.00,0.01,38.19,0.02,3068019.57
153AF4E6-3D4F-47FA-8A6C-4D788B4A596E,32,4242.51,0.00,240.0001,0.00,0.01,11.47,0.01,228619.57
153AF4E6-3D4F-47FA-8A6C-4D788B4A596E,4,34362.47,0.00,240.0003,0.00,0.02,42.14,0.05,5004956.88
153AF4E6-3D4F-47FA-8A6C-4D788B4A596E,64,7679.37,0.00,240.0005,0.00,0.02,72.03,0.01,906211.06
153AF4E6-3D4F-47FA-8A6C-4D788B4A596E,8,35090.11,0.00,240.0006,0.00,0.03,89.58,0.09,9140158.43
642971C1-9972-45E4-9A26-1E0EC6FD7A47,1,29100.03,0.00,240.0002,0.00,0.01,38.87,0.02,3100503.77
642971C1-9972-45E4-9A26-1E0EC6FD7A47,32,4299.55,0.00,240.0001,0.00,0.01,14.06,0.01,228521.72
642971C1-9972-45E4-9A26-1E0EC6FD7A47,4,34928.62,0.00,240.0016,0.00,0.02,38.34,0.05,4980071.72
642971C1-9972-45E4-9A26-1E0EC6FD7A47,64,7507.16,0.00,240.0074,0.00,0.02,83.56,0.01,904842.88
642971C1-9972-45E4-9A26-1E0EC6FD7A47,8,34354.32,0.00,240.0045,0.00,0.03,101.54,0.11,9076573.15
642971C1-9972-45E4-9A26-1E0EC6FD7A47,16,32988.83,0.00,240.0002,0.00,0.01,13.42,0.02,2979371.23
642971C1-9972-45E4-9A26-1E0EC6FD7A47,32,33729.53,0.00,240.0003,0.00,0.02,142.42,0.07,5046868.43
642971C1-9972-45E4-9A26-1E0EC6FD7A47,64,34996.03,0.00,240.0004,0.00,0.03,251.66,0.16,9357433.13
5CAF882A-D8E6-4AEC-BCD1-D0576959193E,1,29100.03,0.00,240.0002,0.00,0.01,38.87,0.02,3100503.77
5CAF882A-D8E6-4AEC-BCD1-D0576959193E,32,4299.55,0.00,240.0001,0.00,0.01,14.06,0.01,228521.72
5CAF882A-D8E6-4AEC-BCD1-D0576959193E,4,34928.62,0.00,240.0016,0.00,0.02,38.34,0.05,4980071.72
5CAF882A-D8E6-4AEC-BCD1-D0576959193E,64,7507.16,0.00,240.0074,0.00,0.02,83.56,0.01,904842.88
5CAF882A-D8E6-4AEC-BCD1-D0576959193E,8,34354.32,0.00,240.0045,0.00,0.03,101.54,0.11,9076573.15
5313C205-8934-482F-8334-42A70AAA08DE,1,27932.30,0.00,240.0002,0.00,0.01,38.19,0.02,3068019.57
5313C205-8934-482F-8334-42A70AAA08DE,32,4242.51,0.00,240.0001,0.00,0.01,11.47,0.01,228619.57
5313C205-8934-482F-8334-42A70AAA08DE,4,34362.47,0.00,240.0003,0.00,0.02,42.14,0.05,5004956.88
5313C205-8934-482F-8334-42A70AAA08DE,64,7679.37,0.00,240.0005,0.00,0.02,72.03,0.01,906211.06
5313C205-8934-482F-8334-42A70AAA08DE,8,35090.11,0.00,240.0006,0.00,0.03,89.58,0.09,9140158.43
5313C205-8934-482F-8334-42A70AAA08DE,16,32977.68,0.00,240.0001,0.00,0.01,22.77,0.02,2962798.89
5313C205-8934-482F-8334-42A70AAA08DE,32,33534.93,0.00,240.0003,0.00,0.02,138.59,0.07,5042780.36
5313C205-8934-482F-8334-42A70AAA08DE,64,34143.81,0.00,240.0005,0.00,0.04,106.51,0.17,9400724.07
D953B28D-8DAE-4E91-9239-E9F477A6F785,1,29335.17,0.00,240.0002,0.00,0.01,40.24,0.02,3085755.75
D953B28D-8DAE-4E91-9239-E9F477A6F785,32,4407.82,0.00,240.0001,0.00,0.01,14.23,0.01,228553.42
D953B28D-8DAE-4E91-9239-E9F477A6F785,4,34425.05,0.00,240.0030,0.00,0.02,46.80,0.05,4933153.15
D953B28D-8DAE-4E91-9239-E9F477A6F785,64,7495.77,0.00,240.0149,0.00,0.02,80.03,0.01,903224.60
D953B28D-8DAE-4E91-9239-E9F477A6F785,8,34710.56,0.00,240.0009,0.00,0.03,107.76,0.11,9083124.21
EFF3FFC0-FBC3-492A-9EBC-A299B0319EB3,1,5266.82,0.00,240.0001,0.00,0.01,0.62,0.01,229347.01
EFF3FFC0-FBC3-492A-9EBC-A299B0319EB3,4,18830.81,0.00,240.0002,0.00,0.01,0.64,0.01,881568.40
EFF3FFC0-FBC3-492A-9EBC-A299B0319EB3,8,31140.89,0.00,240.0002,0.00,0.01,0.71,0.01,1648778.24
EFF3FFC0-FBC3-492A-9EBC-A299B0319EB3,16,33006.68,0.00,240.0002,0.00,0.01,22.79,0.02,2821219.10
EFF3FFC0-FBC3-492A-9EBC-A299B0319EB3,32,32828.40,0.00,240.0004,0.00,0.02,24.90,0.07,4840605.07
EFF3FFC0-FBC3-492A-9EBC-A299B0319EB3,64,32892.98,0.00,240.0006,0.00,0.04,28.77,0.20,8886431.20
E97A58C3-DDB1-40CB-AA97-0694A4347531,1,5054.08,0.00,240.0001,0.00,0.01,1.05,0.01,228683.23
E97A58C3-DDB1-40CB-AA97-0694A4347531,4,18215.91,0.00,240.0001,0.00,0.01,0.99,0.01,880407.43
E97A58C3-DDB1-40CB-AA97-0694A4347531,8,29990.83,0.00,240.0002,0.00,0.01,0.64,0.01,1631767.57
E97A58C3-DDB1-40CB-AA97-0694A4347531,16,31880.68,0.00,240.0002,0.00,0.01,25.81,0.02,2813353.26
E97A58C3-DDB1-40CB-AA97-0694A4347531,32,32190.85,0.00,240.0004,0.00,0.02,25.34,0.08,4835957.54
E97A58C3-DDB1-40CB-AA97-0694A4347531,64,31910.63,0.00,240.0006,0.00,0.04,30.84,0.21,8878705.59
13A142B8-B901-4B7C-9431-A344A0020F88,1,5126.80,0.00,240.0002,0.00,0.01,0.68,0.01,228965.68
13A142B8-B901-4B7C-9431-A344A0020F88,4,17745.45,0.00,240.0002,0.00,0.01,4.38,0.01,879563.29
13A142B8-B901-4B7C-9431-A344A0020F88,8,27971.45,0.00,240.0002,0.00,0.01,4.68,0.01,1646320.07
13A142B8-B901-4B7C-9431-A344A0020F88,16,28854.39,0.00,240.0002,0.00,0.01,4.69,0.03,2861520.63
13A142B8-B901-4B7C-9431-A344A0020F88,32,28810.72,0.00,240.0004,0.00,0.02,15.65,0.09,4902342.30
13A142B8-B901-4B7C-9431-A344A0020F88,64,30408.28,0.00,240.0007,0.00,0.04,32.15,0.22,8862823.45
A6A07448-4D00-4DC6-AEE1-9870F34E56FA,1,5078.85,0.00,240.0001,0.00,0.01,0.69,0.01,228897.47
A6A07448-4D00-4DC6-AEE1-9870F34E56FA,4,18314.45,0.00,240.0002,0.00,0.01,0.70,0.01,881405.93
A6A07448-4D00-4DC6-AEE1-9870F34E56FA,8,30265.25,0.00,240.0002,0.00,0.01,5.08,0.01,1640232.38
A6A07448-4D00-4DC6-AEE1-9870F34E56FA,16,32247.83,0.00,240.0003,0.00,0.01,10.08,0.02,2822720.00
A6A07448-4D00-4DC6-AEE1-9870F34E56FA,32,31671.91,0.00,240.0004,0.00,0.02,23.59,0.08,4787019.07
A6A07448-4D00-4DC6-AEE1-9870F34E56FA,64,31760.68,0.00,240.0006,0.00,0.04,27.60,0.21,8872227.69
64F1167D-3042-4B9A-AC0C-033BA9C8B86D,1,5182.12,0.00,240.0001,0.00,0.01,0.67,0.01,229155.78
64F1167D-3042-4B9A-AC0C-033BA9C8B86D,4,18446.71,0.00,240.0001,0.00,0.01,5.38,0.01,882000.38
64F1167D-3042-4B9A-AC0C-033BA9C8B86D,8,30372.64,0.00,240.0002,0.00,0.01,1.55,0.01,1641847.57
64F1167D-3042-4B9A-AC0C-033BA9C8B86D,16,32219.85,0.00,240.0002,0.00,0.01,21.65,0.02,2825068.35
64F1167D-3042-4B9A-AC0C-033BA9C8B86D,32,32183.35,0.00,240.0004,0.00,0.02,24.44,0.08,4835466.79
64F1167D-3042-4B9A-AC0C-033BA9C8B86D,64,29839.33,0.00,240.0006,0.00,0.04,23.51,0.22,8793614.89
35111318-2E49-4484-A19C-DC2371982FC5,1,5178.26,0.00,240.0001,0.00,0.01,0.61,0.01,228050.97
35111318-2E49-4484-A19C-DC2371982FC5,4,18930.15,0.00,240.0002,0.00,0.01,0.63,0.01,882197.36
35111318-2E49-4484-A19C-DC2371982FC5,8,31474.25,0.00,240.0002,0.00,0.01,0.69,0.01,1644269.38
35111318-2E49-4484-A19C-DC2371982FC5,16,33182.53,0.00,240.0002,0.00,0.01,23.56,0.02,2839764.54
35111318-2E49-4484-A19C-DC2371982FC5,32,30664.79,0.00,240.0004,0.00,0.02,26.32,0.08,4728991.33
35111318-2E49-4484-A19C-DC2371982FC5,64,28751.47,0.00,240.0007,0.00,0.04,39.18,0.23,8783740.37
DF1C287B-75D8-4B41-AD02-A34B729BF731,1,5590.24,0.00,240.0002,0.00,0.01,0.58,0.01,228703.06
DF1C287B-75D8-4B41-AD02-A34B729BF731,4,19015.89,0.00,240.0002,0.00,0.01,2.57,0.01,882638.63
DF1C287B-75D8-4B41-AD02-A34B729BF731,8,32131.18,0.00,240.0001,0.00,0.01,1.16,0.01,1645075.08
DF1C287B-75D8-4B41-AD02-A34B729BF731,16,33785.88,0.00,240.0002,0.00,0.01,25.62,0.02,2836778.28
DF1C287B-75D8-4B41-AD02-A34B729BF731,32,31735.19,0.00,240.0004,0.00,0.02,25.16,0.08,4762692.23
DF1C287B-75D8-4B41-AD02-A34B729BF731,64,32357.67,0.00,240.0006,0.00,0.04,83.50,0.20,8860724.73
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,1,5473.94,0.00,240.0001,0.00,0.01,0.59,0.01,228487.25
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,4,19025.68,0.00,240.0001,0.00,0.01,0.61,0.01,878029.65
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,8,31087.50,0.00,240.0002,0.00,0.01,0.62,0.01,1636824.24
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,16,32270.43,0.00,240.0002,0.00,0.01,17.86,0.02,2817205.34
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,32,31741.65,0.00,240.0004,0.00,0.02,24.67,0.08,4788740.41
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,64,31465.26,0.00,240.0006,0.00,0.04,26.38,0.21,8850515.71
00454095-84A2-45B9-A736-93050D10B4DC,1,5655.58,0.00,240.0001,0.00,0.01,0.58,0.01,228805.90
00454095-84A2-45B9-A736-93050D10B4DC,4,18846.40,0.00,240.0002,0.00,0.01,0.59,0.01,882149.71
00454095-84A2-45B9-A736-93050D10B4DC,8,31352.49,0.00,240.0001,0.00,0.01,0.99,0.01,1640607.95
00454095-84A2-45B9-A736-93050D10B4DC,16,32517.88,0.00,240.0002,0.00,0.01,19.71,0.02,2810026.43
00454095-84A2-45B9-A736-93050D10B4DC,32,32077.05,0.00,240.0003,0.00,0.02,24.98,0.08,4793212.00
00454095-84A2-45B9-A736-93050D10B4DC,64,31839.10,0.00,240.0006,0.00,0.04,28.46,0.21,8877278.29
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,1,6760.25,0.00,240.0001,0.00,0.00,1.81,0.01,228778.84
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,4,22791.31,0.00,240.0001,0.00,0.00,1.56,0.01,873549.92
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,8,35375.55,0.00,240.0002,0.00,0.01,3.05,0.01,1596756.67
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,16,35250.80,0.00,240.0003,0.00,0.01,22.71,0.02,2690876.31
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,32,34107.96,0.00,240.0005,0.00,0.02,26.14,0.07,4649301.52
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,64,34348.05,0.00,240.0007,0.00,0.03,25.51,0.19,8684279.56
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,1,6765.96,0.00,240.0001,0.00,0.00,3.25,0.01,228571.79
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,4,22803.24,0.00,240.0002,0.00,0.00,3.70,0.01,873057.86
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,8,35336.01,0.00,240.0002,0.00,0.01,2.18,0.01,1595490.39
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,16,35271.50,0.00,240.0002,0.00,0.01,27.57,0.02,2691225.37
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,32,33817.74,0.00,240.0004,0.00,0.02,27.27,0.07,4633802.93
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,64,34065.51,0.00,240.0006,0.00,0.03,26.12,0.19,8684658.98
2EF02E00-FC44-49AF-90D7-36A22C2604C8,1,6741.27,0.00,240.0001,0.00,0.00,1.77,0.01,228745.76
2EF02E00-FC44-49AF-90D7-36A22C2604C8,4,22754.08,0.00,240.0001,0.00,0.00,1.82,0.01,872890.88
2EF02E00-FC44-49AF-90D7-36A22C2604C8,8,35643.08,0.00,240.0002,0.00,0.01,3.06,0.01,1601992.06
2EF02E00-FC44-49AF-90D7-36A22C2604C8,16,34505.64,0.00,240.0005,0.00,0.01,23.78,0.02,2672613.91
2EF02E00-FC44-49AF-90D7-36A22C2604C8,32,34351.70,0.00,240.0004,0.00,0.02,25.96,0.07,4643708.48
2EF02E00-FC44-49AF-90D7-36A22C2604C8,64,34425.75,0.00,240.0006,0.00,0.03,25.17,0.19,8721662.42
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,1,6764.98,0.00,240.0001,0.00,0.00,1.43,0.01,228410.50
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,4,22802.39,0.00,240.0001,0.00,0.00,2.14,0.01,872548.22
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,8,35771.96,0.00,240.0002,0.00,0.01,4.88,0.01,1603718.59
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,16,34534.14,0.00,240.0002,0.00,0.01,20.19,0.02,2681041.38
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,32,34729.75,0.00,240.0003,0.00,0.02,23.41,0.07,4667361.41
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,64,33779.25,0.00,240.0006,0.00,0.03,26.61,0.20,8737823.12
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,1,6774.65,0.00,240.0001,0.00,0.00,2.91,0.01,228993.91
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,4,22807.90,0.00,240.0001,0.00,0.00,2.41,0.01,872667.18
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,8,35259.96,0.00,240.0002,0.00,0.01,2.46,0.01,1594787.40
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,16,32795.40,0.00,240.0002,0.00,0.01,11.40,0.02,2622402.03
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,32,34710.79,0.00,240.0004,0.00,0.02,24.31,0.07,4647610.84
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,64,34609.15,0.00,240.0006,0.00,0.03,26.04,0.19,8711333.05
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,1,6731.63,0.00,240.0001,0.00,0.00,1.21,0.01,229102.38
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,4,22691.05,0.00,240.0001,0.00,0.00,2.53,0.01,870397.81
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,8,35547.03,0.00,240.0002,0.00,0.01,3.39,0.01,1600529.25
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,16,35054.61,0.00,240.0002,0.00,0.01,15.00,0.02,2685744.99
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,32,33044.16,0.00,240.0003,0.00,0.02,25.57,0.07,4606925.13
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,64,34514.52,0.00,240.0006,0.00,0.03,25.83,0.19,8649069.51
552146F0-5850-4968-AD22-0A27435148F6,1,6717.49,0.00,240.0001,0.00,0.00,2.23,0.01,228189.34
552146F0-5850-4968-AD22-0A27435148F6,4,22667.16,0.00,240.0001,0.00,0.01,2.91,0.01,870719.80
552146F0-5850-4968-AD22-0A27435148F6,8,35414.76,0.00,240.0002,0.00,0.01,4.30,0.01,1594953.22
552146F0-5850-4968-AD22-0A27435148F6,16,35146.42,0.00,240.0002,0.00,0.01,10.49,0.02,2680981.69
552146F0-5850-4968-AD22-0A27435148F6,32,34563.66,0.00,240.0004,0.00,0.02,26.52,0.07,4662622.75
552146F0-5850-4968-AD22-0A27435148F6,64,34923.93,0.00,240.0006,0.00,0.03,26.35,0.19,8721294.07
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,1,6736.66,0.00,240.0001,0.00,0.00,2.08,0.01,228560.41
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,4,22756.46,0.00,240.0001,0.00,0.00,1.93,0.01,873053.28
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,8,35309.32,0.00,240.0002,0.00,0.01,4.30,0.01,1596864.47
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,16,35290.91,0.00,240.0002,0.00,0.01,22.89,0.02,2696677.22
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,32,35162.57,0.00,240.0003,0.00,0.02,26.79,0.07,4668566.90
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,64,34419.96,0.00,240.0006,0.00,0.03,26.54,0.19,8737945.10
5C75DE0F-6308-4E31-A553-D7CE00E227ED,1,6716.20,0.00,240.0001,0.00,0.00,0.53,0.01,228120.07
5C75DE0F-6308-4E31-A553-D7CE00E227ED,4,22732.31,0.00,240.0001,0.00,0.00,3.39,0.01,872915.85
5C75DE0F-6308-4E31-A553-D7CE00E227ED,8,35446.82,0.00,240.0002,0.00,0.01,2.84,0.01,1596856.54
5C75DE0F-6308-4E31-A553-D7CE00E227ED,16,35167.47,0.00,240.0002,0.00,0.01,9.03,0.02,2695497.96
5C75DE0F-6308-4E31-A553-D7CE00E227ED,32,34123.09,0.00,240.0004,0.00,0.02,26.99,0.07,4651517.01
5C75DE0F-6308-4E31-A553-D7CE00E227ED,64,34351.62,0.00,240.0007,0.00,0.03,37.75,0.19,8695732.34
E765935D-41E2-4A84-BA88-9121D85BD1BF,1,6580.09,0.00,240.0001,0.00,0.00,2.07,0.01,228068.28
E765935D-41E2-4A84-BA88-9121D85BD1BF,4,22503.64,0.00,240.0001,0.00,0.01,2.78,0.01,873610.68
E765935D-41E2-4A84-BA88-9121D85BD1BF,8,33769.42,0.00,240.0002,0.00,0.01,3.64,0.01,1578507.25
E765935D-41E2-4A84-BA88-9121D85BD1BF,16,35260.32,0.00,240.0002,0.00,0.01,22.10,0.02,2703602.48
E765935D-41E2-4A84-BA88-9121D85BD1BF,32,34882.77,0.00,240.0003,0.00,0.02,25.16,0.07,4671257.32
E765935D-41E2-4A84-BA88-9121D85BD1BF,64,34664.55,0.00,240.0006,0.00,0.03,26.13,0.19,8721418.11
1D251DF3-274D-4191-AD16-01878DBB9A49,1,6626.77,0.00,240.0001,0.00,0.00,2.47,0.01,228941.62
1D251DF3-274D-4191-AD16-01878DBB9A49,4,22640.42,0.00,240.0001,0.00,0.01,1.69,0.01,872501.58
1D251DF3-274D-4191-AD16-01878DBB9A49,8,35411.14,0.00,240.0002,0.00,0.01,2.87,0.01,1595508.41
1D251DF3-274D-4191-AD16-01878DBB9A49,16,35379.58,0.00,240.0002,0.00,0.01,22.58,0.02,2693080.47
1D251DF3-274D-4191-AD16-01878DBB9A49,32,34441.92,0.00,240.0004,0.00,0.02,26.20,0.07,4662047.31
1D251DF3-274D-4191-AD16-01878DBB9A49,64,34449.88,0.00,240.0006,0.00,0.03,25.91,0.19,8704108.48
838B25D3-B54B-4112-A64F-6ED184EE4D13,1,5485.09,0.00,240.0001,0.00,0.01,0.63,0.01,228518.36
838B25D3-B54B-4112-A64F-6ED184EE4D13,4,18922.20,0.00,240.0002,0.00,0.01,1.32,0.01,879007.62
838B25D3-B54B-4112-A64F-6ED184EE4D13,8,31027.02,0.00,240.0002,0.00,0.01,2.28,0.01,1639125.09
838B25D3-B54B-4112-A64F-6ED184EE4D13,16,31945.80,0.00,240.0002,0.00,0.01,15.19,0.02,2808813.29
838B25D3-B54B-4112-A64F-6ED184EE4D13,32,32207.50,0.00,240.0004,0.00,0.02,25.17,0.07,4804372.71
838B25D3-B54B-4112-A64F-6ED184EE4D13,64,32205.78,0.00,240.0007,0.00,0.04,38.59,0.20,8867084.42
A3D41259-8A97-4ADA-8F4C-05B812643DC5,1,5479.87,0.00,240.0001,0.00,0.01,0.91,0.01,228462.73
A3D41259-8A97-4ADA-8F4C-05B812643DC5,4,19011.51,0.00,240.0001,0.00,0.01,1.08,0.01,878970.82
A3D41259-8A97-4ADA-8F4C-05B812643DC5,8,30773.88,0.00,240.0002,0.00,0.01,3.08,0.01,1634147.30
A3D41259-8A97-4ADA-8F4C-05B812643DC5,16,32248.97,0.00,240.0002,0.00,0.01,5.69,0.02,2821452.26
A3D41259-8A97-4ADA-8F4C-05B812643DC5,32,31904.85,0.00,240.0004,0.00,0.02,24.74,0.08,4785088.22
A3D41259-8A97-4ADA-8F4C-05B812643DC5,64,31936.99,0.00,240.0007,0.00,0.04,25.27,0.20,8808657.97
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,1,5535.26,0.00,240.0001,0.00,0.01,1.30,0.01,228578.93
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,4,19090.79,0.00,240.0001,0.00,0.01,1.59,0.01,879424.57
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,8,30977.87,0.00,240.0002,0.00,0.01,1.60,0.01,1636585.08
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,16,30274.51,0.00,240.0002,0.00,0.01,15.16,0.03,2759211.07
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,32,32235.25,0.00,240.0004,0.00,0.02,24.95,0.08,4810221.96
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,64,31858.13,0.00,240.0007,0.00,0.04,25.79,0.21,8869277.79
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,1,5340.48,0.00,240.0001,0.00,0.01,0.89,0.01,228234.58
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,4,18881.80,0.00,240.0002,0.00,0.01,1.99,0.01,879514.80
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,8,30997.99,0.00,240.0003,0.00,0.01,2.80,0.01,1636344.20
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,16,32129.50,0.00,240.0002,0.00,0.01,25.80,0.02,2812496.91
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,32,31976.13,0.00,240.0004,0.00,0.02,24.52,0.08,4789472.16
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,64,29788.64,0.00,240.0007,0.00,0.04,36.35,0.22,8783615.96
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,1,5320.09,0.00,240.0001,0.00,0.01,1.09,0.01,228113.18
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,4,18843.76,0.00,240.0001,0.00,0.01,27.06,0.01,880661.54
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,8,30964.34,0.00,240.0002,0.00,0.01,0.98,0.01,1637558.99
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,16,32003.81,0.00,240.0002,0.00,0.01,24.67,0.02,2809982.34
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,32,32516.23,0.00,240.0004,0.00,0.02,23.88,0.07,4796764.35
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,64,32396.74,0.00,240.0007,0.00,0.04,29.94,0.20,8866955.73
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,1,5405.25,0.00,240.0001,0.00,0.01,0.62,0.01,228393.83
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,4,19011.97,0.00,240.0002,0.00,0.01,0.66,0.01,878805.90
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,8,31032.33,0.00,240.0002,0.00,0.01,3.02,0.01,1638940.89
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,16,23090.96,0.00,240.0003,0.00,0.02,24.90,0.03,2710456.35
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,32,29031.12,0.00,240.0003,0.00,0.02,24.45,0.08,4712921.84
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,64,34111.05,0.00,240.0006,0.00,0.03,26.95,0.19,8860721.91
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,1,5104.28,0.00,240.0001,0.00,0.01,0.65,0.01,227914.95
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,4,18230.14,0.00,240.0002,0.00,0.01,2.05,0.01,882351.36
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,8,27669.94,0.00,240.0002,0.00,0.01,2.15,0.01,1646392.12
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,16,28868.41,0.00,240.0002,0.00,0.01,12.59,0.03,2801539.43
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,32,28707.05,0.00,240.0004,0.00,0.02,24.28,0.08,4785281.06
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,64,28291.85,0.00,240.0007,0.00,0.04,26.52,0.23,8800968.76
7606DD85-7821-4434-8FD7-4DF334FE77EC,1,5357.56,0.00,240.0001,0.00,0.01,0.68,0.01,228406.26
7606DD85-7821-4434-8FD7-4DF334FE77EC,4,18491.32,0.00,240.0001,0.00,0.01,0.90,0.01,882765.42
7606DD85-7821-4434-8FD7-4DF334FE77EC,8,30442.92,0.00,240.0002,0.00,0.01,1.27,0.01,1646644.52
7606DD85-7821-4434-8FD7-4DF334FE77EC,16,31228.42,0.00,240.0002,0.00,0.01,3.61,0.02,2815932.63
7606DD85-7821-4434-8FD7-4DF334FE77EC,32,31993.47,0.00,240.0004,0.00,0.02,25.79,0.07,4795676.22
7606DD85-7821-4434-8FD7-4DF334FE77EC,64,31166.13,0.00,240.0007,0.00,0.04,31.11,0.21,8788683.80
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,1,5241.74,0.00,240.0001,0.00,0.01,0.65,0.01,228274.82
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,4,18659.79,0.00,240.0001,0.00,0.01,2.92,0.01,881961.25
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,8,31029.69,0.00,240.0002,0.00,0.01,1.40,0.01,1645273.00
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,16,31778.03,0.00,240.0002,0.00,0.01,21.56,0.02,2841481.10
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,32,31571.43,0.00,240.0004,0.00,0.02,26.60,0.08,4823033.71
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,64,31559.18,0.00,240.0006,0.00,0.04,27.17,0.21,8824682.43
34E733AF-7EDB-4DBE-9D42-5B29708680FE,1,6773.30,0.00,240.0001,0.00,0.00,0.51,0.01,228737.43
34E733AF-7EDB-4DBE-9D42-5B29708680FE,4,22909.89,0.00,240.0001,0.00,0.00,1.46,0.01,872540.92
34E733AF-7EDB-4DBE-9D42-5B29708680FE,8,35348.63,0.00,240.0002,0.00,0.01,6.55,0.01,1594474.99
