uuid,Threads,Read Throughput,Write Througput,Total Time,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,32,0.00,375.51,240.0064,0.10,2.66,62.96,7.30,7673695.72
E0F146DE-CE4C-4939-93AA-BDA9C203DC65,64,0.00,381.59,240.0076,0.10,5.24,62.17,13.46,15351555.72
00454095-84A2-45B9-A736-93050D10B4DC,1,0.00,97.91,240.0002,0.10,0.32,26.38,0.45,239659.72
00454095-84A2-45B9-A736-93050D10B4DC,4,0.00,330.11,240.0007,0.10,0.38,73.54,0.78,958326.74
00454095-84A2-45B9-A736-93050D10B4DC,8,0.00,354.74,240.0007,0.10,0.70,49.76,1.12,1917964.71
00454095-84A2-45B9-A736-93050D10B4DC,16,0.00,359.89,240.0027,0.10,1.39,4516.77,3.62,3836168.27
00454095-84A2-45B9-A736-93050D10B4DC,32,0.00,375.26,240.0064,0.10,2.66,168.79,7.30,7674104.13
00454095-84A2-45B9-A736-93050D10B4DC,64,0.00,381.40,240.0044,0.10,5.24,125.30,13.46,15351650.96
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,1,0.00,121.30,240.0002,0.09,0.26,10.35,0.35,239585.26
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,4,0.00,339.60,240.0003,0.09,0.37,10.34,0.97,958281.62
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,8,0.00,354.34,240.0009,0.09,0.70,11.18,1.10,1917530.84
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,16,0.00,366.38,240.0012,0.09,1.36,12.97,3.68,3835569.09
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,32,0.00,375.60,240.0026,0.09,2.66,24.81,7.30,7673584.20
07B6EE89-902C-45E2-A356-66EB4E6E0ACF,64,0.00,381.67,240.0045,0.09,5.24,40.69,13.22,15351127.63
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,1,0.00,122.83,240.0002,0.09,0.25,10.31,0.34,239579.02
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,4,0.00,339.75,240.0002,0.09,0.37,10.48,0.97,958334.14
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,8,0.00,353.68,240.0006,0.09,0.71,11.03,1.18,1917729.00
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,16,0.00,366.41,240.0020,0.09,1.36,14.12,3.75,3835975.81
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,32,0.00,375.60,240.0078,0.09,2.66,21.65,7.30,7673704.67
5E670BCE-DC3E-489C-BC7C-73FA52FDAFAB,64,0.00,381.77,240.0134,0.09,5.24,48.48,13.22,15351987.58
2EF02E00-FC44-49AF-90D7-36A22C2604C8,1,0.00,123.40,240.0004,0.09,0.25,9.34,0.34,239582.94
2EF02E00-FC44-49AF-90D7-36A22C2604C8,4,0.00,339.18,240.0010,0.09,0.37,10.62,0.97,958319.93
2EF02E00-FC44-49AF-90D7-36A22C2604C8,8,0.00,354.23,240.0004,0.09,0.70,17.68,1.12,1917653.10
2EF02E00-FC44-49AF-90D7-36A22C2604C8,16,0.00,366.46,240.0027,0.09,1.36,13.60,3.82,3835962.21
2EF02E00-FC44-49AF-90D7-36A22C2604C8,32,0.00,375.58,240.0040,0.09,2.66,25.27,7.30,7673607.11
2EF02E00-FC44-49AF-90D7-36A22C2604C8,64,0.00,381.69,240.0117,0.09,5.24,48.52,13.22,15351054.71
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,1,0.00,121.12,240.0002,0.09,0.26,10.41,0.35,239591.49
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,4,0.00,339.14,240.0004,0.09,0.37,9.14,0.97,958350.11
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,8,0.00,352.78,240.0017,0.09,0.71,11.83,1.67,1917773.99
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,16,0.00,366.46,240.0014,0.09,1.36,13.11,3.82,3835981.75
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,32,0.00,375.60,240.0070,0.09,2.66,21.15,7.30,7673504.16
C5AD14A7-E43B-40BF-9CB6-CAD5706DF0F3,64,0.00,381.68,240.0096,0.09,5.24,39.82,13.22,15351624.60
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,1,0.00,121.39,240.0002,0.09,0.26,9.99,0.35,239580.55
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,4,0.00,339.08,240.0006,0.09,0.37,10.33,0.97,958297.95
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,8,0.00,354.02,240.0012,0.09,0.71,13.85,1.12,1917751.32
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,16,0.00,366.53,240.0022,0.09,1.36,12.60,3.89,3836052.80
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,32,0.00,375.57,240.0058,0.09,2.66,23.20,7.30,7673965.15
5BFA93F4-8EB1-4BE9-8908-AAE447DE74EE,64,0.00,381.73,240.0107,0.09,5.24,42.43,13.22,15351845.54
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,1,0.00,123.78,240.0001,0.09,0.25,9.11,0.34,239617.07
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,4,0.00,340.07,240.0004,0.09,0.37,10.54,0.97,958438.62
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,8,0.00,353.31,240.0010,0.09,0.71,10.91,1.27,1917970.36
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,16,0.00,366.47,240.0026,0.09,1.36,12.87,3.62,3836281.57
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,32,0.00,375.63,240.0058,0.09,2.66,23.24,7.30,7674190.21
894A6AD1-F8CD-4005-8C9C-892DF2B3F8CA,64,0.00,381.72,240.0094,0.10,5.24,41.33,13.22,15351822.79
552146F0-5850-4968-AD22-0A27435148F6,1,0.00,122.30,240.0003,0.09,0.26,9.02,0.35,239585.90
552146F0-5850-4968-AD22-0A27435148F6,4,0.00,339.98,240.0006,0.09,0.37,11.02,0.97,958397.84
552146F0-5850-4968-AD22-0A27435148F6,8,0.00,353.22,240.0007,0.09,0.71,14.99,1.27,1917976.97
552146F0-5850-4968-AD22-0A27435148F6,16,0.00,366.56,240.0026,0.09,1.36,14.22,3.82,3836283.25
552146F0-5850-4968-AD22-0A27435148F6,32,0.00,375.63,240.0009,0.09,2.66,21.11,7.30,7674143.92
552146F0-5850-4968-AD22-0A27435148F6,64,0.00,381.69,240.0095,0.09,5.24,39.39,13.46,15351859.52
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,1,0.00,122.25,240.0002,0.09,0.26,10.20,0.35,239607.51
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,4,0.00,340.02,240.0004,0.09,0.37,11.33,0.99,958389.42
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,8,0.00,354.55,240.0006,0.09,0.70,10.66,1.10,1917886.82
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,16,0.00,366.44,240.0035,0.09,1.36,12.21,3.75,3836194.91
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,32,0.00,375.62,240.0046,0.09,2.66,23.50,7.30,7674203.31
C1DBF02E-BF96-4DB9-AEAC-DB9C8AC41D2F,64,0.00,381.73,240.0030,0.09,5.24,43.42,13.46,15351440.94
5C75DE0F-6308-4E31-A553-D7CE00E227ED,1,0.00,121.81,240.0002,0.09,0.26,9.13,0.35,239592.72
5C75DE0F-6308-4E31-A553-D7CE00E227ED,4,0.00,340.06,240.0002,0.09,0.37,14.08,0.97,958412.71
5C75DE0F-6308-4E31-A553-D7CE00E227ED,8,0.00,351.93,240.0004,0.09,0.71,15.29,2.00,1918019.28
5C75DE0F-6308-4E31-A553-D7CE00E227ED,16,0.00,366.56,240.0013,0.09,1.36,14.17,3.89,3836111.12
5C75DE0F-6308-4E31-A553-D7CE00E227ED,32,0.00,375.67,240.0030,0.09,2.66,22.28,7.30,7674116.55
5C75DE0F-6308-4E31-A553-D7CE00E227ED,64,0.00,381.66,240.0055,0.09,5.24,41.13,13.22,15351695.05
E765935D-41E2-4A84-BA88-9121D85BD1BF,1,0.00,122.14,240.0001,0.09,0.26,9.75,0.34,239569.69
E765935D-41E2-4A84-BA88-9121D85BD1BF,4,0.00,339.69,240.0003,0.09,0.37,10.16,0.97,958350.34
E765935D-41E2-4A84-BA88-9121D85BD1BF,8,0.00,353.32,240.0004,0.09,0.71,11.83,1.25,1917756.63
E765935D-41E2-4A84-BA88-9121D85BD1BF,16,0.00,366.47,240.0028,0.09,1.36,12.93,3.82,3836140.21
E765935D-41E2-4A84-BA88-9121D85BD1BF,32,0.00,375.56,240.0078,0.10,2.66,23.25,7.30,7673771.82
E765935D-41E2-4A84-BA88-9121D85BD1BF,64,0.00,381.70,240.0044,0.10,5.24,42.11,13.22,15351104.14
1D251DF3-274D-4191-AD16-01878DBB9A49,1,0.00,121.63,240.0002,0.09,0.26,9.71,0.35,239586.25
1D251DF3-274D-4191-AD16-01878DBB9A49,4,0.00,339.21,240.0003,0.09,0.37,10.24,0.97,958352.64
1D251DF3-274D-4191-AD16-01878DBB9A49,8,0.00,354.59,240.0011,0.09,0.70,16.76,1.10,1917775.65
1D251DF3-274D-4191-AD16-01878DBB9A49,16,0.00,366.46,240.0023,0.10,1.36,13.34,3.68,3836151.52
1D251DF3-274D-4191-AD16-01878DBB9A49,32,0.00,375.59,240.0038,0.09,2.66,22.13,7.30,7673863.20
1D251DF3-274D-4191-AD16-01878DBB9A49,64,0.00,381.74,240.0102,0.09,5.24,40.40,13.22,15351267.23
838B25D3-B54B-4112-A64F-6ED184EE4D13,1,0.00,102.96,240.0001,0.10,0.30,9.86,0.42,239529.45
838B25D3-B54B-4112-A64F-6ED184EE4D13,4,0.00,328.09,240.0003,0.10,0.38,75.88,0.77,958136.90
838B25D3-B54B-4112-A64F-6ED184EE4D13,8,0.00,354.32,240.0018,0.10,0.70,25.31,1.14,1917731.70
838B25D3-B54B-4112-A64F-6ED184EE4D13,16,0.00,366.74,240.0028,0.10,1.36,15.77,3.75,3835864.31
838B25D3-B54B-4112-A64F-6ED184EE4D13,32,0.00,375.62,240.0061,0.10,2.66,21.46,7.30,7673470.84
838B25D3-B54B-4112-A64F-6ED184EE4D13,64,0.00,374.43,240.0032,0.10,5.34,185.91,13.46,15351415.43
A3D41259-8A97-4ADA-8F4C-05B812643DC5,1,0.00,110.24,240.0003,0.10,0.28,6.72,0.39,239583.86
A3D41259-8A97-4ADA-8F4C-05B812643DC5,4,0.00,336.47,240.0004,0.10,0.37,134.38,0.69,957615.72
A3D41259-8A97-4ADA-8F4C-05B812643DC5,8,0.00,342.36,240.0009,0.10,0.73,385.35,1.21,1917868.87
A3D41259-8A97-4ADA-8F4C-05B812643DC5,16,0.00,352.50,240.0012,0.10,1.42,4578.56,3.68,3835945.21
A3D41259-8A97-4ADA-8F4C-05B812643DC5,32,0.00,368.75,240.0017,0.10,2.71,126.08,7.30,7673336.58
A3D41259-8A97-4ADA-8F4C-05B812643DC5,64,0.00,377.02,240.4840,0.10,5.30,665.73,13.46,15382316.39
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,1,0.00,106.39,240.0005,0.10,0.29,9.26,0.41,239567.59
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,4,0.00,337.77,240.0002,0.10,0.37,9.71,0.77,958204.69
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,8,0.00,354.49,240.0008,0.10,0.70,67.34,1.12,1917790.89
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,16,0.00,366.70,240.0019,0.10,1.36,16.04,3.82,3835872.04
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,32,0.00,375.61,240.0047,0.10,2.66,27.74,7.30,7673490.43
613F0239-2C1C-4F30-95BF-2BCBD6DC44A6,64,0.00,381.59,240.0102,0.10,5.24,39.79,13.22,15351492.55
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,1,0.00,106.13,240.0002,0.10,0.29,10.34,0.41,239589.34
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,4,0.00,338.63,240.0005,0.10,0.37,157.98,0.77,958201.12
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,8,0.00,344.19,240.0010,0.10,0.73,137.55,1.14,1917827.48
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,16,0.00,366.79,240.0015,0.11,1.36,31.87,3.75,3835797.81
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,32,0.00,375.45,240.0014,0.10,2.66,90.33,7.30,7673433.89
61795DE5-B3D9-4AAF-8AB7-2C9089B17CDA,64,0.00,381.58,240.0039,0.10,5.24,40.64,13.22,15350735.03
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,1,0.00,109.73,240.0002,0.10,0.28,10.31,0.39,239614.34
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,4,0.00,339.64,240.0011,0.10,0.37,130.03,0.75,958036.77
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,8,0.00,353.02,240.0007,0.10,0.71,95.47,1.16,1917339.34
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,16,0.00,362.07,240.0015,0.10,1.38,401.01,3.82,3835802.56
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,32,0.00,375.12,240.0015,0.10,2.66,193.56,7.30,7673649.89
A1CB60D3-03CD-4C0A-BE63-4762A98204F1,64,0.00,380.78,240.0122,0.11,5.25,203.51,13.22,15350816.13
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,1,0.00,102.67,240.0015,0.10,0.30,28.21,0.42,239608.82
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,4,0.00,316.83,240.0007,0.10,0.39,94.04,0.81,958215.92
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,8,0.00,343.75,240.0012,0.10,0.73,94.35,1.16,1917985.20
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,16,0.00,366.69,240.0028,0.10,1.36,134.49,3.55,3836032.67
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,32,0.00,375.49,240.0028,0.10,2.66,94.51,7.30,7673610.61
DCB78FD1-B2F7-49BF-B128-30BD439CDBED,64,0.00,381.55,240.0044,0.11,5.24,54.25,13.22,15351732.80
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,1,0.00,105.08,240.0002,0.09,0.30,38.35,0.42,239637.52
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,4,0.00,338.53,240.0003,0.10,0.37,10.47,0.75,958297.58
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,8,0.00,352.20,240.0010,0.10,0.71,321.32,1.14,1917787.38
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,16,0.00,362.74,240.0013,0.10,1.38,716.23,3.68,3835843.27
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,32,0.00,375.52,240.0089,0.10,2.66,166.09,7.43,7673523.27
D8819CC4-E0FF-485B-AB51-BF4D7F2697D7,64,0.00,380.60,240.0068,0.11,5.25,316.97,13.46,15349796.61
7606DD85-7821-4434-8FD7-4DF334FE77EC,1,0.00,97.37,240.0001,0.10,0.32,10.14,0.46,239418.79
7606DD85-7821-4434-8FD7-4DF334FE77EC,4,0.00,336.13,240.0003,0.10,0.37,10.76,0.70,957877.54
7606DD85-7821-4434-8FD7-4DF334FE77EC,8,0.00,350.59,240.0009,0.10,0.71,788.58,1.16,1917341.92
7606DD85-7821-4434-8FD7-4DF334FE77EC,16,0.00,359.98,240.0014,0.11,1.39,188.52,3.55,3835900.28
7606DD85-7821-4434-8FD7-4DF334FE77EC,32,0.00,368.64,240.0026,0.11,2.71,205.01,7.30,7673426.58
7606DD85-7821-4434-8FD7-4DF334FE77EC,64,0.00,381.52,240.0092,0.10,5.24,89.16,13.22,15350482.60
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,1,0.00,102.33,240.0004,0.10,0.30,16.29,0.42,239465.82
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,4,0.00,340.60,240.0009,0.10,0.37,239.09,0.70,958147.08
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,8,0.00,354.09,240.0006,0.10,0.71,274.55,1.12,1917687.74
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,16,0.00,360.43,240.0019,0.10,1.39,647.05,3.49,3835784.14
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,32,0.00,375.35,240.0048,0.11,2.66,91.15,7.30,7673639.36
DA002CF4-767E-4B4B-8A99-1E0FB336A92F,64,0.00,379.04,240.0127,0.11,5.27,657.26,13.22,15350770.47
34E733AF-7EDB-4DBE-9D42-5B29708680FE,1,0.00,123.54,240.0002,0.09,0.25,9.60,0.34,239599.35
34E733AF-7EDB-4DBE-9D42-5B29708680FE,4,0.00,339.41,240.0006,0.09,0.37,317.33,0.97,958475.06
34E733AF-7EDB-4DBE-9D42-5B29708680FE,8,0.00,352.19,240.0008,0.09,0.71,76.05,1.93,1918100.61
34E733AF-7EDB-4DBE-9D42-5B29708680FE,16,0.00,365.57,240.0044,0.10,1.37,315.05,3.82,3836490.92
34E733AF-7EDB-4DBE-9D42-5B29708680FE,32,0.00,375.15,240.0040,0.09,2.66,282.35,7.30,7674332.57
34E733AF-7EDB-4DBE-9D42-5B29708680FE,64,0.00,381.69,240.0054,0.09,5.24,57.87,13.22,15352150.80
4FC0284D-A720-4128-88FA-DF53530DC0A4,1,0.00,124.83,240.0001,0.09,0.25,47.13,0.33,239606.10
4FC0284D-A720-4128-88FA-DF53530DC0A4,4,0.00,339.93,240.0003,0.09,0.37,83.15,0.99,958557.97
4FC0284D-A720-4128-88FA-DF53530DC0A4,8,0.00,353.58,240.0007,0.09,0.71,145.48,1.14,1918106.41
4FC0284D-A720-4128-88FA-DF53530DC0A4,16,0.00,365.51,240.0021,0.09,1.37,271.56,3.75,3836475.31
4FC0284D-A720-4128-88FA-DF53530DC0A4,32,0.00,374.52,240.0062,0.10,2.67,596.14,7.30,7674035.94
4FC0284D-A720-4128-88FA-DF53530DC0A4,64,0.00,380.04,240.0064,0.09,5.26,587.38,13.22,15351745.91
BED32DEA-D362-431C-892F-B78BFCF20D56,1,0.00,125.06,240.0003,0.09,0.25,31.33,0.34,239635.58
BED32DEA-D362-431C-892F-B78BFCF20D56,4,0.00,339.94,240.0002,0.09,0.37,138.35,0.97,958550.61
BED32DEA-D362-431C-892F-B78BFCF20D56,8,0.00,353.76,240.0008,0.09,0.71,208.94,1.14,1918131.14
BED32DEA-D362-431C-892F-B78BFCF20D56,16,0.00,365.56,240.0047,0.10,1.37,320.23,3.75,3836457.08
BED32DEA-D362-431C-892F-B78BFCF20D56,32,0.00,374.91,240.0022,0.09,2.67,181.60,7.30,7674494.37
BED32DEA-D362-431C-892F-B78BFCF20D56,64,0.00,381.66,240.0054,0.09,5.24,75.90,13.22,15352008.13
E7ECAEF8-CC8F-4433-A5EA-BE7A19DF8511,1,0.00,124.18,240.0002,0.09,0.25,45.86,0.34,239623.40
E7ECAEF8-CC8F-4433-A5EA-BE7A19DF8511,4,0.00,340.13,240.0002,0.09,0.37,101.32,0.97,958489.12
E7ECAEF8-CC8F-4433-A5EA-BE7A19DF8511,8,0.00,351.09,240.0012,0.09,0.71,216.20,2.00,1918120.31
E7ECAEF8-CC8F-4433-A5EA-BE7A19DF8511,16,0.00,365.71,240.0010,0.09,1.37,172.25,3.75,3836430.81
E7ECAEF8-CC8F-4433-A5EA-BE7A19DF8511,32,0.00,375.28,240.0070,0.09,2.66,121.54,7.30,7674385.04
E7ECAEF8-CC8F-4433-A5EA-BE7A19DF8511,64,0.00,381.57,240.0043,0.10,5.24,136.81,13.22,15351758.85
3AE72B24-A0F5-4A83-BA91-1494D8780B4D,1,0.00,124.69,240.0002,0.09,0.25,10.16,0.34,239608.24
3AE72B24-A0F5-4A83-BA91-1494D8780B4D,4,0.00,339.74,240.0003,0.09,0.37,170.63,0.97,958483.96
3AE72B24-A0F5-4A83-BA91-1494D8780B4D,8,0.00,353.37,240.0004,0.09,0.71,169.18,1.16,1918020.37
3AE72B24-A0F5-4A83-BA91-1494D8780B4D,16,0.00,365.92,240.0013,0.09,1.37,191.66,3.75,3836473.47
3AE72B24-A0F5-4A83-BA91-1494D8780B4D,32,0.00,374.83,240.0037,0.10,2.67,221.16,7.17,7674241.99
3AE72B24-A0F5-4A83-BA91-1494D8780B4D,64,0.00,381.08,240.0046,0.09,5.25,236.11,13.22,15352159.81
4ED9A745-6F20-4857-BE1B-C4077487AAF9,1,0.00,106.82,240.0003,0.10,0.29,11.56,0.42,239529.91
4ED9A745-6F20-4857-BE1B-C4077487AAF9,4,0.00,334.80,240.0004,0.10,0.37,10.64,0.77,958033.42
4ED9A745-6F20-4857-BE1B-C4077487AAF9,8,0.00,354.72,240.0003,0.11,0.70,11.13,1.12,1917554.30
4ED9A745-6F20-4857-BE1B-C4077487AAF9,16,0.00,366.97,240.0011,0.11,1.36,28.79,3.75,3835519.67
4ED9A745-6F20-4857-BE1B-C4077487AAF9,32,0.00,375.47,240.0023,0.11,2.66,23.34,7.30,7672997.38
4ED9A745-6F20-4857-BE1B-C4077487AAF9,64,0.00,381.60,240.0087,0.11,5.24,38.43,13.46,15351072.81
2C313B8E-8110-481C-B7A5-FC18A854751B,1,0.00,104.79,240.0003,0.10,0.30,9.76,0.43,239595.00
2C313B8E-8110-481C-B7A5-FC18A854751B,4,0.00,335.69,240.0003,0.10,0.37,11.11,0.78,958255.55
2C313B8E-8110-481C-B7A5-FC18A854751B,8,0.00,354.63,240.0009,0.10,0.70,10.74,1.10,1917882.35
2C313B8E-8110-481C-B7A5-FC18A854751B,16,0.00,366.70,240.0026,0.11,1.36,11.32,3.62,3835959.31
2C313B8E-8110-481C-B7A5-FC18A854751B,32,0.00,375.57,240.0042,0.10,2.66,23.43,7.30,7673730.51
2C313B8E-8110-481C-B7A5-FC18A854751B,64,0.00,381.52,240.0011,0.11,5.24,49.56,13.22,15351310.01
5EF3C511-50F3-46D3-A38D-3F39159D3B13,1,0.00,102.29,240.0003,0.10,0.30,9.90,0.44,239562.90
5EF3C511-50F3-46D3-A38D-3F39159D3B13,4,0.00,339.58,240.0004,0.11,0.37,12.36,0.73,958115.08
5EF3C511-50F3-46D3-A38D-3F39159D3B13,8,0.00,354.54,240.0005,0.11,0.70,10.81,1.12,1917646.54
5EF3C511-50F3-46D3-A38D-3F39159D3B13,16,0.00,366.67,240.0016,0.10,1.36,12.64,3.62,3835946.45
5EF3C511-50F3-46D3-A38D-3F39159D3B13,32,0.00,375.48,240.0061,0.11,2.66,24.36,7.30,7673512.12
5EF3C511-50F3-46D3-A38D-3F39159D3B13,64,0.00,381.51,240.0086,0.11,5.24,60.59,13.22,15351518.17
BE6C0BC9-45C5-4923-AA46-0B7670E0A78B,1,0.00,103.46,240.0004,0.10,0.30,10.38,0.41,239517.12
BE6C0BC9-45C5-4923-AA46-0B7670E0A78B,4,0.00,335.11,240.0005,0.10,0.37,10.73,0.75,958175.00
BE6C0BC9-45C5-4923-AA46-0B7670E0A78B,8,0.00,354.49,240.0009,0.10,0.70,15.17,1.12,1917753.24
BE6C0BC9-45C5-4923-AA46-0B7670E0A78B,16,0.00,366.93,240.0005,0.11,1.36,27.58,3.75,3835887.28
BE6C0BC9-45C5-4923-AA46-0B7670E0A78B,32,0.00,375.46,240.0057,0.11,2.66,22.87,7.30,7673828.22
BE6C0BC9-45C5-4923-AA46-0B7670E0A78B,64,0.00,381.47,240.0035,0.11,5.24,40.34,13.22,15351422.73
665A325B-F350-4AB1-B7EB-2FFE434BB25A,1,0.00,104.43,240.0001,0.10,0.30,10.48,0.42,239571.48
665A325B-F350-4AB1-B7EB-2FFE434BB25A,4,0.00,337.08,240.0004,0.10,0.37,11.38,0.77,958261.84
665A325B-F350-4AB1-B7EB-2FFE434BB25A,8,0.00,354.72,240.0004,0.10,0.70,10.88,1.12,1917850.85
665A325B-F350-4AB1-B7EB-2FFE434BB25A,16,0.00,366.80,240.0033,0.11,1.36,13.86,3.75,3835997.13
665A325B-F350-4AB1-B7EB-2FFE434BB25A,32,0.00,375.51,240.0045,0.11,2.66,22.23,7.30,7673824.43
665A325B-F350-4AB1-B7EB-2FFE434BB25A,64,0.00,381.47,240.0076,0.10,5.24,40.31,13.22,15351144.12
FE44EA75-41A8-4DB4-906A-5C47F0E349A0,1,0.00,103.82,240.0002,0.10,0.30,31.08,0.41,239613.09
FE44EA75-41A8-4DB4-906A-5C47F0E349A0,4,0.00,327.24,240.0004,0.10,0.38,25.60,0.86,958272.65
FE44EA75-41A8-4DB4-906A-5C47F0E349A0,8,0.00,354.36,240.0006,0.10,0.70,108.61,1.12,1917845.45
FE44EA75-41A8-4DB4-906A-5C47F0E349A0,16,0.00,364.78,240.0025,0.10,1.37,382.19,3.62,3836072.00
FE44EA75-41A8-4DB4-906A-5C47F0E349A0,32,0.00,373.99,240.0033,0.10,2.67,212.86,7.30,7673542.83
FE44EA75-41A8-4DB4-906A-5C47F0E349A0,64,0.00,381.04,240.0110,0.11,5.25,151.13,13.22,15351502.52
FE5D3DB4-ACF5-4AA2-95B6-7CA275A8E8EE,1,0.00,96.40,240.0007,0.10,0.32,25.99,0.46,239535.65
FE5D3DB4-ACF5-4AA2-95B6-7CA275A8E8EE,4,0.00,320.37,240.0003,0.10,0.39,25.63,0.86,958245.50
FE5D3DB4-ACF5-4AA2-95B6-7CA275A8E8EE,8,0.00,349.05,240.0005,0.10,0.72,165.22,1.21,1917764.29
FE5D3DB4-ACF5-4AA2-95B6-7CA275A8E8EE,16,0.00,366.03,240.0014,0.10,1.36,393.46,3.49,3835978.78
FE5D3DB4-ACF5-4AA2-95B6-7CA275A8E8EE,32,0.00,374.55,240.0057,0.10,2.67,285.20,7.30,7673065.43
FE5D3DB4-ACF5-4AA2-95B6-7CA275A8E8EE,64,0.00,381.08,240.0051,0.11,5.24,237.80,13.22,15349683.99
39400A59-0E96-429F-AD49-D01F5F93C809,1,0.00,81.00,240.0004,0.10,0.38,25.92,0.59,239506.97
39400A59-0E96-429F-AD49-D01F5F93C809,4,0.00,302.48,240.0004,0.11,0.41,181.30,0.68,958072.96
39400A59-0E96-429F-AD49-D01F5F93C809,8,0.00,352.25,240.0003,0.10,0.71,498.13,1.16,1917228.52
39400A59-0E96-429F-AD49-D01F5F93C809,16,0.00,363.06,240.0007,0.11,1.38,77.84,3.75,3835326.75
39400A59-0E96-429F-AD49-D01F5F93C809,32,0.00,375.54,240.0071,0.11,2.66,54.68,7.98,7672198.77
39400A59-0E96-429F-AD49-D01F5F93C809,64,0.00,381.59,240.0086,0.10,5.24,83.43,13.95,15351165.78
C595FB7D-3A14-4875-AC03-8DB3FB58888E,1,0.00,102.68,240.0005,0.10,0.30,43.31,0.40,239533.34
C595FB7D-3A14-4875-AC03-8DB3FB58888E,4,0.00,325.11,240.0007,0.10,0.38,57.26,0.86,958178.85
C595FB7D-3A14-4875-AC03-8DB3FB58888E,8,0.00,338.17,240.0018,0.10,0.74,59.86,1.30,1917221.35
C595FB7D-3A14-4875-AC03-8DB3FB58888E,16,0.00,366.58,240.0013,0.10,1.36,224.98,3.75,3835564.58
C595FB7D-3A14-4875-AC03-8DB3FB58888E,32,0.00,375.67,240.0027,0.10,2.66,35.28,7.30,7672915.86
C595FB7D-3A14-4875-AC03-8DB3FB58888E,64,0.00,381.58,240.0111,0.10,5.24,41.01,13.22,15350521.08
6EDFD375-348D-457E-9124-3E1CEDFEDFA2,1,0.00,18.49,240.0007,0.53,1.69,160.47,1.89,239955.76
