PING 10.2.0.13 (10.2.0.13) 56(84) bytes of data.
64 bytes from 10.2.0.13: icmp_seq=1 ttl=64 time=1.38 ms
64 bytes from 10.2.0.13: icmp_seq=2 ttl=64 time=0.610 ms
64 bytes from 10.2.0.13: icmp_seq=3 ttl=64 time=2.46 ms
64 bytes from 10.2.0.13: icmp_seq=4 ttl=64 time=0.568 ms
64 bytes from 10.2.0.13: icmp_seq=5 ttl=64 time=0.683 ms
64 bytes from 10.2.0.13: icmp_seq=6 ttl=64 time=0.605 ms
64 bytes from 10.2.0.13: icmp_seq=7 ttl=64 time=0.580 ms
64 bytes from 10.2.0.13: icmp_seq=8 ttl=64 time=0.611 ms
64 bytes from 10.2.0.13: icmp_seq=9 ttl=64 time=0.647 ms
64 bytes from 10.2.0.13: icmp_seq=10 ttl=64 time=0.621 ms
64 bytes from 10.2.0.13: icmp_seq=11 ttl=64 time=0.614 ms
64 bytes from 10.2.0.13: icmp_seq=12 ttl=64 time=0.552 ms
64 bytes from 10.2.0.13: icmp_seq=13 ttl=64 time=0.596 ms
64 bytes from 10.2.0.13: icmp_seq=14 ttl=64 time=0.541 ms
64 bytes from 10.2.0.13: icmp_seq=15 ttl=64 time=0.567 ms
64 bytes from 10.2.0.13: icmp_seq=16 ttl=64 time=0.576 ms
64 bytes from 10.2.0.13: icmp_seq=17 ttl=64 time=0.640 ms
64 bytes from 10.2.0.13: icmp_seq=18 ttl=64 time=0.556 ms
64 bytes from 10.2.0.13: icmp_seq=19 ttl=64 time=0.565 ms
64 bytes from 10.2.0.13: icmp_seq=20 ttl=64 time=0.559 ms
64 bytes from 10.2.0.13: icmp_seq=21 ttl=64 time=0.669 ms
64 bytes from 10.2.0.13: icmp_seq=22 ttl=64 time=0.568 ms
64 bytes from 10.2.0.13: icmp_seq=23 ttl=64 time=0.605 ms
64 bytes from 10.2.0.13: icmp_seq=24 ttl=64 time=0.613 ms
64 bytes from 10.2.0.13: icmp_seq=25 ttl=64 time=0.607 ms
64 bytes from 10.2.0.13: icmp_seq=26 ttl=64 time=0.606 ms
64 bytes from 10.2.0.13: icmp_seq=27 ttl=64 time=0.574 ms
64 bytes from 10.2.0.13: icmp_seq=28 ttl=64 time=0.557 ms
64 bytes from 10.2.0.13: icmp_seq=29 ttl=64 time=0.614 ms
64 bytes from 10.2.0.13: icmp_seq=30 ttl=64 time=0.840 ms
64 bytes from 10.2.0.13: icmp_seq=31 ttl=64 time=0.591 ms
64 bytes from 10.2.0.13: icmp_seq=32 ttl=64 time=0.588 ms
64 bytes from 10.2.0.13: icmp_seq=33 ttl=64 time=0.604 ms
64 bytes from 10.2.0.13: icmp_seq=34 ttl=64 time=0.625 ms
64 bytes from 10.2.0.13: icmp_seq=35 ttl=64 time=0.578 ms
64 bytes from 10.2.0.13: icmp_seq=36 ttl=64 time=0.598 ms
64 bytes from 10.2.0.13: icmp_seq=37 ttl=64 time=0.554 ms
64 bytes from 10.2.0.13: icmp_seq=38 ttl=64 time=0.535 ms
64 bytes from 10.2.0.13: icmp_seq=39 ttl=64 time=0.714 ms
64 bytes from 10.2.0.13: icmp_seq=40 ttl=64 time=0.621 ms
64 bytes from 10.2.0.13: icmp_seq=41 ttl=64 time=0.637 ms
64 bytes from 10.2.0.13: icmp_seq=42 ttl=64 time=0.568 ms
64 bytes from 10.2.0.13: icmp_seq=43 ttl=64 time=0.558 ms
64 bytes from 10.2.0.13: icmp_seq=44 ttl=64 time=0.649 ms
64 bytes from 10.2.0.13: icmp_seq=45 ttl=64 time=0.581 ms
64 bytes from 10.2.0.13: icmp_seq=46 ttl=64 time=0.596 ms
64 bytes from 10.2.0.13: icmp_seq=47 ttl=64 time=0.635 ms
64 bytes from 10.2.0.13: icmp_seq=48 ttl=64 time=0.660 ms
64 bytes from 10.2.0.13: icmp_seq=49 ttl=64 time=0.574 ms
64 bytes from 10.2.0.13: icmp_seq=50 ttl=64 time=0.569 ms
64 bytes from 10.2.0.13: icmp_seq=51 ttl=64 time=0.582 ms
64 bytes from 10.2.0.13: icmp_seq=52 ttl=64 time=0.569 ms
64 bytes from 10.2.0.13: icmp_seq=53 ttl=64 time=0.602 ms
64 bytes from 10.2.0.13: icmp_seq=54 ttl=64 time=0.598 ms
64 bytes from 10.2.0.13: icmp_seq=55 ttl=64 time=0.575 ms
64 bytes from 10.2.0.13: icmp_seq=56 ttl=64 time=0.551 ms
64 bytes from 10.2.0.13: icmp_seq=57 ttl=64 time=0.561 ms
64 bytes from 10.2.0.13: icmp_seq=58 ttl=64 time=0.559 ms
64 bytes from 10.2.0.13: icmp_seq=59 ttl=64 time=0.576 ms
64 bytes from 10.2.0.13: icmp_seq=60 ttl=64 time=0.618 ms
64 bytes from 10.2.0.13: icmp_seq=61 ttl=64 time=0.466 ms
64 bytes from 10.2.0.13: icmp_seq=62 ttl=64 time=0.660 ms
64 bytes from 10.2.0.13: icmp_seq=63 ttl=64 time=1.02 ms
64 bytes from 10.2.0.13: icmp_seq=64 ttl=64 time=0.572 ms
64 bytes from 10.2.0.13: icmp_seq=65 ttl=64 time=0.606 ms
64 bytes from 10.2.0.13: icmp_seq=66 ttl=64 time=0.583 ms
64 bytes from 10.2.0.13: icmp_seq=67 ttl=64 time=0.572 ms
64 bytes from 10.2.0.13: icmp_seq=68 ttl=64 time=0.596 ms
64 bytes from 10.2.0.13: icmp_seq=69 ttl=64 time=0.582 ms
64 bytes from 10.2.0.13: icmp_seq=70 ttl=64 time=0.581 ms
64 bytes from 10.2.0.13: icmp_seq=71 ttl=64 time=0.559 ms
64 bytes from 10.2.0.13: icmp_seq=72 ttl=64 time=0.738 ms
64 bytes from 10.2.0.13: icmp_seq=73 ttl=64 time=0.577 ms
64 bytes from 10.2.0.13: icmp_seq=74 ttl=64 time=0.570 ms
64 bytes from 10.2.0.13: icmp_seq=75 ttl=64 time=0.691 ms
64 bytes from 10.2.0.13: icmp_seq=76 ttl=64 time=0.571 ms
64 bytes from 10.2.0.13: icmp_seq=77 ttl=64 time=0.658 ms
64 bytes from 10.2.0.13: icmp_seq=78 ttl=64 time=0.580 ms
64 bytes from 10.2.0.13: icmp_seq=79 ttl=64 time=0.580 ms
64 bytes from 10.2.0.13: icmp_seq=80 ttl=64 time=0.604 ms
64 bytes from 10.2.0.13: icmp_seq=81 ttl=64 time=0.591 ms
64 bytes from 10.2.0.13: icmp_seq=82 ttl=64 time=0.703 ms
64 bytes from 10.2.0.13: icmp_seq=83 ttl=64 time=0.569 ms
64 bytes from 10.2.0.13: icmp_seq=84 ttl=64 time=0.631 ms
64 bytes from 10.2.0.13: icmp_seq=85 ttl=64 time=0.555 ms
64 bytes from 10.2.0.13: icmp_seq=86 ttl=64 time=1.31 ms
64 bytes from 10.2.0.13: icmp_seq=87 ttl=64 time=0.699 ms
64 bytes from 10.2.0.13: icmp_seq=88 ttl=64 time=0.590 ms
64 bytes from 10.2.0.13: icmp_seq=89 ttl=64 time=0.611 ms
64 bytes from 10.2.0.13: icmp_seq=90 ttl=64 time=0.588 ms
64 bytes from 10.2.0.13: icmp_seq=91 ttl=64 time=0.653 ms
64 bytes from 10.2.0.13: icmp_seq=92 ttl=64 time=0.601 ms
64 bytes from 10.2.0.13: icmp_seq=93 ttl=64 time=0.595 ms
64 bytes from 10.2.0.13: icmp_seq=94 ttl=64 time=0.579 ms
64 bytes from 10.2.0.13: icmp_seq=95 ttl=64 time=0.623 ms
64 bytes from 10.2.0.13: icmp_seq=96 ttl=64 time=0.648 ms
64 bytes from 10.2.0.13: icmp_seq=97 ttl=64 time=0.579 ms
64 bytes from 10.2.0.13: icmp_seq=98 ttl=64 time=0.581 ms
64 bytes from 10.2.0.13: icmp_seq=99 ttl=64 time=0.608 ms
64 bytes from 10.2.0.13: icmp_seq=100 ttl=64 time=0.609 ms
64 bytes from 10.2.0.13: icmp_seq=101 ttl=64 time=0.625 ms
64 bytes from 10.2.0.13: icmp_seq=102 ttl=64 time=0.600 ms
64 bytes from 10.2.0.13: icmp_seq=103 ttl=64 time=0.630 ms
64 bytes from 10.2.0.13: icmp_seq=104 ttl=64 time=0.650 ms
64 bytes from 10.2.0.13: icmp_seq=105 ttl=64 time=0.607 ms
64 bytes from 10.2.0.13: icmp_seq=106 ttl=64 time=0.609 ms
64 bytes from 10.2.0.13: icmp_seq=107 ttl=64 time=0.598 ms
64 bytes from 10.2.0.13: icmp_seq=108 ttl=64 time=0.612 ms
