uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
5E9499D5-8891-4246-A808-459E7C770B0B,146987,60.03,960.26,0.00,2448.43,153.07
