uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
4CE2EF32-C0F4-4C55-B952-AA5028849334,189060,60.02,959.95,0.00,3149.85,196.95
