uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
1B3E96E6-A40F-48B6-8159-336A89CC2343,110432,60.07,960.78,0.00,1838.25,114.94
