PING 192.168.1.13 (192.168.1.13) 56(84) bytes of data.
64 bytes from 192.168.1.13: icmp_seq=1 ttl=64 time=1.12 ms
64 bytes from 192.168.1.13: icmp_seq=2 ttl=64 time=1.08 ms
64 bytes from 192.168.1.13: icmp_seq=3 ttl=64 time=0.838 ms
64 bytes from 192.168.1.13: icmp_seq=4 ttl=64 time=0.969 ms
64 bytes from 192.168.1.13: icmp_seq=5 ttl=64 time=1.23 ms
64 bytes from 192.168.1.13: icmp_seq=6 ttl=64 time=0.996 ms
64 bytes from 192.168.1.13: icmp_seq=7 ttl=64 time=1.09 ms
64 bytes from 192.168.1.13: icmp_seq=8 ttl=64 time=0.962 ms
64 bytes from 192.168.1.13: icmp_seq=9 ttl=64 time=1.03 ms
64 bytes from 192.168.1.13: icmp_seq=10 ttl=64 time=1.09 ms
64 bytes from 192.168.1.13: icmp_seq=11 ttl=64 time=0.951 ms
64 bytes from 192.168.1.13: icmp_seq=12 ttl=64 time=0.829 ms
64 bytes from 192.168.1.13: icmp_seq=13 ttl=64 time=1.03 ms
64 bytes from 192.168.1.13: icmp_seq=14 ttl=64 time=0.923 ms
64 bytes from 192.168.1.13: icmp_seq=15 ttl=64 time=0.924 ms
64 bytes from 192.168.1.13: icmp_seq=16 ttl=64 time=0.910 ms
64 bytes from 192.168.1.13: icmp_seq=17 ttl=64 time=0.994 ms
64 bytes from 192.168.1.13: icmp_seq=18 ttl=64 time=1.14 ms
64 bytes from 192.168.1.13: icmp_seq=19 ttl=64 time=0.872 ms
64 bytes from 192.168.1.13: icmp_seq=20 ttl=64 time=0.970 ms
64 bytes from 192.168.1.13: icmp_seq=21 ttl=64 time=0.932 ms
64 bytes from 192.168.1.13: icmp_seq=22 ttl=64 time=0.870 ms
64 bytes from 192.168.1.13: icmp_seq=23 ttl=64 time=1.16 ms
64 bytes from 192.168.1.13: icmp_seq=24 ttl=64 time=0.933 ms
64 bytes from 192.168.1.13: icmp_seq=25 ttl=64 time=1.13 ms
64 bytes from 192.168.1.13: icmp_seq=26 ttl=64 time=0.898 ms
64 bytes from 192.168.1.13: icmp_seq=27 ttl=64 time=1.27 ms
64 bytes from 192.168.1.13: icmp_seq=28 ttl=64 time=1.09 ms
64 bytes from 192.168.1.13: icmp_seq=29 ttl=64 time=0.839 ms
64 bytes from 192.168.1.13: icmp_seq=30 ttl=64 time=1.14 ms
64 bytes from 192.168.1.13: icmp_seq=31 ttl=64 time=0.957 ms
64 bytes from 192.168.1.13: icmp_seq=32 ttl=64 time=1.25 ms
64 bytes from 192.168.1.13: icmp_seq=33 ttl=64 time=0.904 ms
64 bytes from 192.168.1.13: icmp_seq=34 ttl=64 time=0.775 ms
64 bytes from 192.168.1.13: icmp_seq=35 ttl=64 time=0.968 ms
64 bytes from 192.168.1.13: icmp_seq=36 ttl=64 time=0.942 ms
64 bytes from 192.168.1.13: icmp_seq=37 ttl=64 time=0.915 ms
64 bytes from 192.168.1.13: icmp_seq=38 ttl=64 time=0.987 ms
64 bytes from 192.168.1.13: icmp_seq=39 ttl=64 time=0.742 ms
64 bytes from 192.168.1.13: icmp_seq=40 ttl=64 time=1.04 ms
64 bytes from 192.168.1.13: icmp_seq=41 ttl=64 time=0.921 ms
64 bytes from 192.168.1.13: icmp_seq=42 ttl=64 time=1.06 ms
64 bytes from 192.168.1.13: icmp_seq=43 ttl=64 time=0.966 ms
64 bytes from 192.168.1.13: icmp_seq=44 ttl=64 time=0.914 ms
64 bytes from 192.168.1.13: icmp_seq=45 ttl=64 time=1.03 ms
64 bytes from 192.168.1.13: icmp_seq=46 ttl=64 time=0.902 ms
64 bytes from 192.168.1.13: icmp_seq=47 ttl=64 time=0.941 ms
64 bytes from 192.168.1.13: icmp_seq=48 ttl=64 time=0.902 ms
64 bytes from 192.168.1.13: icmp_seq=49 ttl=64 time=0.872 ms
64 bytes from 192.168.1.13: icmp_seq=50 ttl=64 time=0.887 ms
64 bytes from 192.168.1.13: icmp_seq=51 ttl=64 time=0.930 ms
64 bytes from 192.168.1.13: icmp_seq=52 ttl=64 time=0.963 ms
64 bytes from 192.168.1.13: icmp_seq=53 ttl=64 time=0.892 ms
64 bytes from 192.168.1.13: icmp_seq=54 ttl=64 time=0.844 ms
64 bytes from 192.168.1.13: icmp_seq=55 ttl=64 time=0.922 ms
64 bytes from 192.168.1.13: icmp_seq=56 ttl=64 time=0.975 ms
64 bytes from 192.168.1.13: icmp_seq=57 ttl=64 time=1.02 ms
64 bytes from 192.168.1.13: icmp_seq=58 ttl=64 time=1.16 ms
64 bytes from 192.168.1.13: icmp_seq=59 ttl=64 time=0.929 ms
64 bytes from 192.168.1.13: icmp_seq=60 ttl=64 time=1.25 ms
64 bytes from 192.168.1.13: icmp_seq=61 ttl=64 time=1.00 ms
64 bytes from 192.168.1.13: icmp_seq=62 ttl=64 time=0.841 ms
64 bytes from 192.168.1.13: icmp_seq=63 ttl=64 time=0.914 ms
64 bytes from 192.168.1.13: icmp_seq=64 ttl=64 time=0.857 ms
64 bytes from 192.168.1.13: icmp_seq=65 ttl=64 time=0.899 ms
64 bytes from 192.168.1.13: icmp_seq=66 ttl=64 time=0.822 ms
64 bytes from 192.168.1.13: icmp_seq=67 ttl=64 time=1.03 ms
64 bytes from 192.168.1.13: icmp_seq=68 ttl=64 time=0.902 ms
64 bytes from 192.168.1.13: icmp_seq=69 ttl=64 time=1.00 ms
