uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
B99F62FB-35A8-482B-ADD8-81A06C4DB258,37386,60.02,240.07,0.00,622.87,155.73
