PING 10.2.0.13 (10.2.0.13) 56(84) bytes of data.
64 bytes from 10.2.0.13: icmp_seq=1 ttl=64 time=0.744 ms
64 bytes from 10.2.0.13: icmp_seq=2 ttl=64 time=0.587 ms
64 bytes from 10.2.0.13: icmp_seq=3 ttl=64 time=0.792 ms
64 bytes from 10.2.0.13: icmp_seq=4 ttl=64 time=0.742 ms
64 bytes from 10.2.0.13: icmp_seq=5 ttl=64 time=0.600 ms
64 bytes from 10.2.0.13: icmp_seq=6 ttl=64 time=0.567 ms
64 bytes from 10.2.0.13: icmp_seq=7 ttl=64 time=0.519 ms
64 bytes from 10.2.0.13: icmp_seq=8 ttl=64 time=0.584 ms
64 bytes from 10.2.0.13: icmp_seq=9 ttl=64 time=0.583 ms
64 bytes from 10.2.0.13: icmp_seq=10 ttl=64 time=0.704 ms
64 bytes from 10.2.0.13: icmp_seq=11 ttl=64 time=0.549 ms
64 bytes from 10.2.0.13: icmp_seq=12 ttl=64 time=0.639 ms
64 bytes from 10.2.0.13: icmp_seq=13 ttl=64 time=0.697 ms
64 bytes from 10.2.0.13: icmp_seq=14 ttl=64 time=0.649 ms
64 bytes from 10.2.0.13: icmp_seq=15 ttl=64 time=0.707 ms
64 bytes from 10.2.0.13: icmp_seq=16 ttl=64 time=0.568 ms
64 bytes from 10.2.0.13: icmp_seq=17 ttl=64 time=0.584 ms
64 bytes from 10.2.0.13: icmp_seq=18 ttl=64 time=0.609 ms
64 bytes from 10.2.0.13: icmp_seq=19 ttl=64 time=0.572 ms
64 bytes from 10.2.0.13: icmp_seq=20 ttl=64 time=0.575 ms
64 bytes from 10.2.0.13: icmp_seq=21 ttl=64 time=0.516 ms
64 bytes from 10.2.0.13: icmp_seq=22 ttl=64 time=0.513 ms
64 bytes from 10.2.0.13: icmp_seq=23 ttl=64 time=0.665 ms
64 bytes from 10.2.0.13: icmp_seq=24 ttl=64 time=0.743 ms
64 bytes from 10.2.0.13: icmp_seq=25 ttl=64 time=0.549 ms
64 bytes from 10.2.0.13: icmp_seq=26 ttl=64 time=0.522 ms
64 bytes from 10.2.0.13: icmp_seq=27 ttl=64 time=0.521 ms
64 bytes from 10.2.0.13: icmp_seq=28 ttl=64 time=0.764 ms
64 bytes from 10.2.0.13: icmp_seq=29 ttl=64 time=0.827 ms
64 bytes from 10.2.0.13: icmp_seq=30 ttl=64 time=0.727 ms
64 bytes from 10.2.0.13: icmp_seq=31 ttl=64 time=0.584 ms
64 bytes from 10.2.0.13: icmp_seq=32 ttl=64 time=0.615 ms
64 bytes from 10.2.0.13: icmp_seq=33 ttl=64 time=1.54 ms
64 bytes from 10.2.0.13: icmp_seq=34 ttl=64 time=0.628 ms
64 bytes from 10.2.0.13: icmp_seq=35 ttl=64 time=0.709 ms
64 bytes from 10.2.0.13: icmp_seq=36 ttl=64 time=0.577 ms
64 bytes from 10.2.0.13: icmp_seq=37 ttl=64 time=0.552 ms
64 bytes from 10.2.0.13: icmp_seq=38 ttl=64 time=0.580 ms
64 bytes from 10.2.0.13: icmp_seq=39 ttl=64 time=0.680 ms
64 bytes from 10.2.0.13: icmp_seq=40 ttl=64 time=0.612 ms
64 bytes from 10.2.0.13: icmp_seq=41 ttl=64 time=0.537 ms
64 bytes from 10.2.0.13: icmp_seq=42 ttl=64 time=0.485 ms
64 bytes from 10.2.0.13: icmp_seq=43 ttl=64 time=0.596 ms
64 bytes from 10.2.0.13: icmp_seq=44 ttl=64 time=0.612 ms
64 bytes from 10.2.0.13: icmp_seq=45 ttl=64 time=0.608 ms
64 bytes from 10.2.0.13: icmp_seq=46 ttl=64 time=0.587 ms
64 bytes from 10.2.0.13: icmp_seq=47 ttl=64 time=0.729 ms
64 bytes from 10.2.0.13: icmp_seq=48 ttl=64 time=0.586 ms
64 bytes from 10.2.0.13: icmp_seq=49 ttl=64 time=0.695 ms
64 bytes from 10.2.0.13: icmp_seq=50 ttl=64 time=0.809 ms
64 bytes from 10.2.0.13: icmp_seq=51 ttl=64 time=0.647 ms
64 bytes from 10.2.0.13: icmp_seq=52 ttl=64 time=0.551 ms
64 bytes from 10.2.0.13: icmp_seq=53 ttl=64 time=0.809 ms
64 bytes from 10.2.0.13: icmp_seq=54 ttl=64 time=0.627 ms
64 bytes from 10.2.0.13: icmp_seq=55 ttl=64 time=0.838 ms
64 bytes from 10.2.0.13: icmp_seq=56 ttl=64 time=0.725 ms
64 bytes from 10.2.0.13: icmp_seq=57 ttl=64 time=0.793 ms
64 bytes from 10.2.0.13: icmp_seq=58 ttl=64 time=0.868 ms
64 bytes from 10.2.0.13: icmp_seq=59 ttl=64 time=0.857 ms
64 bytes from 10.2.0.13: icmp_seq=60 ttl=64 time=0.838 ms
