uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
287C6CBF-1782-4D63-B548-6D013FC17733,184405,60.02,959.86,0.00,3072.59,192.12
