uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
EC89342B-65E0-4DFF-BADE-1C9CE4FF14D4,200416,60.02,959.90,0.00,3339.38,208.79
