uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
3CA9C80E-3503-472E-883B-60781349F265,109255,60.07,960.77,0.00,1818.82,113.72
