uuid,bogo ops,real time (secs),usr time (secs),sys time (secs),bogo ops/s (real time), bogo ops/s (usr+sys time)
7139B838-F910-4F3D-BFC3-78F4141F1023,110981,60.04,960.46,0.00,1848.32,115.55
